process,temp,supply,control,corner name,gmn (mS),gmp (mS),I_left (mA),I_right (mA),I_tail (mA),nmos_sat_check,pmos_sat_check,tail_sat_check,vn,vp,differential swing,Oscillation Status,freq (GHZ),failed corners
ff,125,1.0,1.0,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.057036,True,2.569389,
ff,125,1.0,1.1,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.107322,True,2.590996,
ff,125,1.0,1.2,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.146538,True,2.60838,
ff,125,1.0,1.3,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.17417,True,2.620473,
ff,125,1.0,1.4,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.191594,True,2.627835,
ff,125,1.0,1.5,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.202174,True,2.631956,
ff,125,1.0,1.6,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.206824,True,2.634104,
ff,125,1.0,1.7,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.209152,True,2.635125,
ff,125,1.0,1.8,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,3.210288,True,2.635607,
ff,125,1.1,0.0,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,2.952776,True,2.34704,
ff,125,1.1,0.1,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,2.928226,True,2.387356,
ff,125,1.1,0.2,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,2.908124,True,2.435937,
ff,125,1.1,0.3,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,2.89623,True,2.489011,
ff,125,1.1,0.4,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,2.901602,True,2.543018,
ff,125,1.1,0.5,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,2.925884,True,2.593056,
ff,125,1.1,0.6,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,2.97378,True,2.63581,
ff,125,1.1,0.7,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.034808,True,2.671706,
ff,125,1.1,0.8,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.110678,True,2.701698,
ff,125,1.1,0.9,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.184664,True,2.725118,
